title,lyrics,artist
Raat Ki Raani,"
ये हसीं रातें, दिल है जवाँ, तुम हो कहाँ?
ये हसीं रातें, दिल है जवाँ, तुम हो कहाँ?

ये सारे talk-talk, SM करे knock-knock
बंदे खाते ख़ौफ़-ख़ौफ़, energy दें off-off
हम करें boss job, CEO हैं top-notch
छत्तीस चोद हैं पाले लेकिन पाले नहीं कोई loss cause (दिल है जवाँ, woo, brr)
वो उसका loss-loss
कहती, ""चलता सिक्का,"" वो बस हो रही है toss-toss
वो उसका loss-loss
पहले दिखता नहीं था ख़ास, अब भाई पे पैसा बहुत-बहुत (दिल है जवाँ)

पैसा बहुत-बहुत, रखूँ बड़े शौक़-शौक़
गाने बनते bop-wop, हो गई बंदी shock-shock
है पैसे के लिए सौ phone
और जब दिख गया money calling, दिखी मेरे पीछे भगती foreign
हाथ में जब देखे वो Rollie, Jordan, हाथ से जो करूँ, कहे, ""Billy Bowden"" (दिल है जवाँ)
करी cut-down करी बातें हैं बहुत कम
Party भाई बंदी के साथ जाए down
और जब आँखें टिकीं crown पे तो बाकी shit है side पे (Woo)
वो आगे देखे crowd में और चाहती जाना all in (Aah)
All 'cause I'm poppin', uh
Show के बाद हूँ FL पे, not falling for it
Show के बाद हूँ साथ अगर तू बहुत important
कोई नहीं Seedhe Maut से ऊपर, है ये common knowledge (दिल है जवाँ, uh)
इनके लिए problem कौन है? तेरे भाई दो
लगूँ कहाँ से normal?
Bonnet पे है दोस्त, साला, खो रखा है होश और fun है
करे show iconic and I move like Sonic
हर एक album chronic, यहाँ पे फैल मत, लौड़े
मुझे दिखा था cypher में तो हाथ-पैर जोड़े
आता है गूदा इनमें जैसे ही ये लोग शहर-वहर छोड़ें
इन्हें चाहिए नहीं कि कोई इनके पैर-वैर तोड़े, uh (दिल है जवाँ)
एक बंदी है आ रही बहुत पसंद पर पता नहीं if I have time for that shit
बच्चा था, गा रहा था Green Day पर school में, I knew I was made for that stage
और कुछ साल बाद कर रहा था road'on पे rap, अब उन road'on पे चलूँ तो scene
बंदे ये बोलें बहुत, जानें ये अंदर-ही-अंदर कौन best in the biz (दिल है जवाँ, best in the biz)
You might also like
ये सारे talk-talk, SM करे knock-knock
बंदे खाते ख़ौफ़-ख़ौफ़, energy दें off-off (तेरी माँ की चूत)
हम करें boss job, CEO हैं top-notch
छत्तीस चोद हैं पाले लेकिन पाले नहीं कोई loss cause (दिल है जवाँ, woo, brr)
वो उसका loss-loss
कहती, ""चलता सिक्का,"" वो बस हो रही है toss-toss
वो उसका loss-loss
पहले दिखता नहीं था ख़ास, अब भाई पे पैसा बहुत-बहुत (दिल है जवाँ)

गांड फाड़, मैं और मेरा पैसा शानदार
लगे क़िस्मत पे है चाँद चार
जो मिला मुझे rap में दी जान डाल
अब आते नहीं क्यूँ पास जैसे छुआ-छूत?
घूमे बाएँ हाथ, तेरी छू आए थूथ (तेरी)
जाके अपने गानों में ये बोल आए झूठ
Camera'e पे बनते ईमानदार, हाँ जी (दिल है जवाँ)
दिल्ली हस्तिनापुर से कम नहीं
हम दो, नौशू और Mo साथ Blunt भी (Ha-ha)
New age पाण्डव हैं हम पाँच सच्ची
भीम हूँ, लिखता हूँ तो हिलती धरती (चल, ओए)
कुछ नए बालक हैं rap में भर्ती
Artist हैं whack, पहने art की वर्दी (Yeah)
हमें दे रहे hate, इन्हें fame की जल्दी
इन्हें सगा भाई दें तो उससे जलती (दिल है जवाँ)
""Uaenh-uaenh,"" गानों में ये रोए जाएँ, ""uaenh-uaеnh""
सोचें हैं ये GOAT, करें, ""मैं-मैं""
हुई तेरी फिस, करें टैं-टैं
भाईयों का भाई, I'm a man-man
वो रह रहा है Noida में गांड-फटी में (Ha-ha)
डालता नहीं story, है छुपा रहा location
पर बच नहीं पाएगा इस ज़िंदगी में (दिल है जवाँ)
त्रिलोकपुरी खरीदा था पहला चीरा
आजा, तेरे मुँह पे निशान दूँ free में (Ayy)
माँग रहे हैं जल लेकिन जलके राख हैं
मैं जलके भी फैलूँ क्यूँकि आग में घी है (Ayy)
Seedhe Maut जल और जीवन दोनों (Ayy)
गाने वाले नशे ले-ले mister E से (Ayy)
मोटा पैसा छाप रहे हैं left और right से
बीस लाख tax, सरकार को fees दें, bitch
ये सारे talk-talk, SM करे knock-knock
बंदे खाते ख़ौफ़-ख़ौफ़, еnergy दें off-off
हम करें boss job, CEO हैं top-notch
छत्तीस चोद हैं पाले लेकिन पाले नहीं कोई loss cause (दिल है जवाँ, woo, brr)
वो उसका loss-loss
कहती, ""चलता सिक्का,"" वो बस हो रही है toss-toss
वो उसका loss-loss
पहले दिखता नहीं था ख़ास, अब भाई पे पैसा बहुत-बहुत (दिल है जवाँ)

तुम हो कहाँ?",Seedhe Maut
Na Jaaye,"Woh bole Chala thoda dheere

Ay ay! Zindagi hum jeeye sci-Fi (Sci-fi)
Hota uski aankho me vo saaf zahir (Saaf zahir)
Jayaz gussa kya hai (Thoda dheere)
Ya hai, ek andar keeda usko khaae jaae
Thaan hi liya jaana to vo jaaye jaye (Jaaye jaaye)

Oy, oy, oy, oy
Uth ja, uth ja, uth ja
Abe uth, abey!
Kya hai yaar?
Chal yaar chalre hai
Oh bhai uth ja, jaldi uth, jaldi uth, jaldi jaldi
Uthra hun bhai uthra hun, uthra hun

Hai accha ye sapna sone do (Mat utha)
Me bhi saala vehmi mujhe khone do (Khone do)
Hogi uske liye nayi shuruwaat ye
Par Yaha lage aaya sab khatam hai hone ko (Gaya)
Bina mile mujhe admara chode wo
Mene bola mujhe matt bata kon hai wo (Nahi jaanta)
Aise 100 lu naam abhi on hain jo (Kaun hai?)
Par mera dhyaan hai terepe tu aage soche jo (Rrrraaa)
Tajurba bole peeche pе padni laat hai
Sachi bolu to ek text ki baat hai
Mila kya door hi reh hai mеri raaye pyaar se
Ye topic chede aur kabhi ye thodi lambi baat hai
Milna yaha mushkil hai (Milna yaha mushkil hai)
Hum Chahte jo phatu tabhi me
Baatein to badi kari thi
Ego pe lagi baat hai to
Pehle se zyada karu me
Hai ni jataane ko kuch aur
Hai ni haraane ko koi to
Dhool chaat
Naate udde tuco jaise tukk ho jaise
Lawde log peeche chodde crew ko kaise
Jhuko kaise
Itna ki
Looto aise
Apno ko
Thooko aise
Apno pe
Apni padhi
Barso se
Kehte isse
Bitch move
Jali dekha launde khele
Big Moves
Ye aag aisi pighlaaye Igloo
Usne pehle kiya nazar andaaz abhi
Story daale IG pe aur upar likhe big mood
You might also like
Ay ay! Zindagi hum jeeye sci-Fi (Sci-fi)
Hota uski aankho me vo saaf zahir (Saaf zahir)
Jayaz gussa kya hai (Thoda dheere)
Ya hai, ek andar keeda usko khaae jaae
Thaan hi liya jaana to vo jaaye jaye (Jaaye jaaye)

Jaage reh, sona matt, poori baat hui nai (Hui ni)
Thoda bhot waqt tu maange par (Maange par)
Meri ghadi me sui nai (Sui nai)
Poori raat kaam haath kare khaaj (Khaaj)
100 k note sekte hatheli naii (Na)
Kaise pakdu nange haath (Woo)
Tu baraf hai rui nai
Chui mui tu hi nahi
Lekin sirft tu hi saii
Leke lafz chooi ni bhed diya
Jaise keel, sui nai
Deke feel kabhi lage muu hi naii
Peeche hua jali teri lekin aai dhooe ki boo hi nahi
Yuhi kahi soche log karu mai kneel nai
Aisa koi scene nahi
Hu mai ni jhalla
Brawl me du balla
Thoda bhot halla karu
Tere pehele mili aisi koi queen nai
Jhoot bolu maut aa jaye (Maut aaye)
Dil ko rakha tere kandhe tikae
Vahi kandhe mujhe meri chita chadhae
Dheere dheere tujhme jalne me bhi ek apna maza hai
Mai andar rakhu ek samandar chipae
Teri baato se shayad garam ho bhi jae
Lekin jal ho jitna garam, agni bujha hi deta hai
Tu chale jaise maine khaya hai
Leke tere baap se
Ye kaisi maya hai
Mai apne siddhant liye saath ek raat poocha hote kya hai bitch moves
Vo bole dekh tu soche log chaate tujhe hota hai vo fek thook
Choomke log ek joot dete dooje me moot hai
Tabhi aur pyar ki talwar se katt matt tu, ah!
Ay ay! Zindagi hum jeeye sci-Fi (Sci-fi)
Hota uski aankho me vo saaf zahir (Saaf zahir)
Jayaz gussa kya hai (Thoda dheere)
Ya hai, ek andar keeda usko khaae jaae
Thaan hi liya jaana to vo jaaye jaye (Jaaye jaaye)1",Seedhe Maut
Soi Nahi,"
सोई नहीं, सोई नहीं
सोई नहीं, सोई नहीं
सोई नहीं—

आती नहीं है नींद, मुझको सोने दो
आती नहीं है नींद, मुझको सोने दो
आती नहीं है नींद, मुझको सोने दो
आती नहीं है नींद, मुझको सोने दो

Yeah
हम मरते हैं रोज़ रात में
कुछ कहते हैं इनको
सपने में कहूँ ये मृत्यु के दो द्वार हैं
लगे मुझे यम के ये औज़ार हैं
जीने के यहाँ दिन बचे दो-चार हैं
दुनिया में धोखा है तो प्यार है
नींद लगे मरने का मौका है, unh
पर हम मरते हैं रोज़ रात में
माँ बोले कि, ""कुंडली में लिखा, तू खाएगा अपनों से धोखा है""
""तू करे क्यों इतना भरोसा है?""
""तेरे कंधे पे कौनसा दरोगा है?""
""ये गुन सिर्फ़ मुर्खों में होता है""
""कहीं ये ना हो तू दूसरों में खो जाए"" (Facts)
But that's story of my life mom
इनके लिए नहीं खुदको बदलूँगा मैं, I'm right mom
और सच्ची कहूँ तो I'm alright mom
Tyson हूँ मैं punches पे as long I got the mic mom
पर हम मरते हैं रोज़ रात में
वहाँ वो चाहके भी सो नहीं पा रही
कि सोने देते नी अफ़वाहें
मेरा दिल उसके लिए रोता है
वो खा चुकी दोस्ती में धोखा है
और उसे sleep paralysis होता है
नींद बनी मृत्यु का मौका है
You might also like
आती नहीं है नींद, मुझको सोने दो
आती नहीं है नींद, मुझको सोने दो
आ-आती नहीं है नींद, मुझको सोने दो
आती नहीं है नींद, मुझको सोने दो

हम मरते हैं रोज़ रात में
हाँ, सच्चे ना बने साथ है
अच्छे लगने लगे फ़ासले
रोज़ ही लगता है मेरा last day

अभी मरता हर रोज़ रात में (हम मरते हर रोज़ रात में)
ज़िंदा होना लगता है जैसे पाप है (ज़िंदा होना लगता है पाप है)
आती सपनों में ही मुझे साँस है (आती सपनों में ही साँस)
मैं हूँ मौत में, कोई नी, कोई नी पास में (मौत में कोई नी, कोई नी पास में)
सुना मैंने सारा शोर, लेता चला सारा दोष
खोता चला सारा होश, फूंको चलो साथ में दोस्त
तो लगी चीज़े थोड़ी normal, अच्छे यार चार हैं total
कोई है जो करे ख़त्म मेरे साथ में bottle?
एक sesh with the gang and I feel immortal
हूँ मैं best in the game, fuck these emotions
हूँ मैं best in the game—
हाँ मैं मरता हूँ रोज़
कहने से डरता हूँ रोज़
कहने से अच्छा है करा जाए score
उठूँ जब ढलता है सूरज पर ठीक हूँ जब गिनता हूँ note
और तभी मैं, तभी मैं लिखता हूँ रोज़
इन गानों में, गानों में छिपता हूँ रोज़
कभी खुद को मैं लगता हूँ बोझ
कभी खुद पे भी करता हूँ doubt
और कुछ चीजें मैं सकता नहीं रोक
ना
आती नहीं है नींद, मुझको सोने दो
आती नहीं है नींद, मुझको सोने दो
आती नहीं है नींद, मुझको सोने दो
आती नहीं है नींद, मुझको सोने दो

आती नहीं है नींद, मुझको सोने दो
आती नहीं है, आती नहीं है नींद, मुझको जोटे दो
पाया नहीं है कुछ, है कुछ नहीं खोने को
जो है नहीं कैसे खौगे वो?
आती नहीं है नींद, ये बोले ""शोर में कैसे सोते हो?""

मुझे सब कुछ बोल, मुझे कुछ भी चलेगा
भूल गया दर्द और छोड़ दी वो गलियाँ
लाँघे पहाड़ और तैर डाली नदियाँ
शक के लिए महंगा है वक़्त मेरी घड़ी का
सुनते रहोगे गाने सतह से तोसमझोगे नहीं तुम कह रहा है कवि क्या

आती नहीं है, आती नहीं है नींद, मुझको सोने दो
आती नहीं है नींद, मुझको सोने दो
आती नहीं है, आती नहीं है नींद, मुझको सोने दो
आती, आती, आती नहीं है नींद, मुझको सोने दो-दो",Seedhe Maut
Nazarbhattu Freestyle,"Go, wooo
Aaja, haan

Kya haal hai jaani
Theek ho?
Aao to baitho suno fir kahani (Sun)
Hai dairy farm wale launde ki zabani
Jebon me hai paisa fir bhi rakhte lawde pe ambani kyun? (Kyun)
Kyuki ameeri, hai itni badi chor
Jitni hai nahi gareebi
Gareeb kahi se roti la raha 2 feeki
Fir bhi teeji roti uski leke jaa raha ameer hi (Satyanash!)
Kaise?
Vo bole usko tax de! (Wooooh)
Kala paisa! All facts! No caps bey!
Election ka promo money
Socho nahi
Kaha se aa raha hai kya
Ya do vote ya fir vote do nahi
Khair
Har ek din aur har ek waqt se bair
Har haan me haan milane waale launde hote hai gair
Aur samvidhaan badalna chahne waale bole khudko deshbhakt
Inki ego trip me bhara mera desh rakt
Bhidega jonsa hoke jaega beizzat
Mai khoonkhaar peshkash
Kalam tod - dev dutt!
Haatho ke dumm pе cycle leke chaand pе
Ek lance, aur ek neil- mere dono arm strong hai (Hands up, aah)
You might also like
Vo boli aaj hi, poocha usse jab mai mujhse kab karegi shaadi
Raajdhani waale launde rahe hamesha raaji
Aur jab miya beewi raazi to fir kya karega quazi uh!

Tha kabhi ni khush (Kabhi ni)
Ab haasil hai sab par na jaane kuch chube (Hey)
Deta ni kisi ko time aur ab
Mitr puraane pehchaane na mujhe (Bilkul nahi)
Hu swaarthee thoda me aankhon me teri to mujhe kya ma chudu chomu me karu jo lage sahi mujhe na suni kisi ki na sununga aage me thoda sa
Dheet hu (Dheet hu)
Tilaknagar se GQ (Haan)
Yaha badhti zimmedari (Hmm)
Par me rehta theek hu (Yeah)
Hain khaate khud kamaake (Khud se)
Kisi k papa ka nahi (Nahi)
Aur ab kam ni padhta humpe kabi khaana paani
Tab merepe bahana tha ni (Woo)
Na bolu me khudko jhoot (Rrrrrrr)
Tab mere me tha ni darr (Nahi)
Ab sochu me jaau na doob (Hey)
Koi maara ni teer ukhaada ni jhaat
Ki bolu me goat hu par abhi time hai
Kabhi to samjho kavi ko dhang se
Kami to humme
Likha ni mene jo sunna tha unko
Padhu me log
Kara tha mene bhi battle me choke
Hichkichaake kare the shows
Ab ikminan se sunu me shor
Harr ek awaaz hai mere liye keemti
Bade streams hain gale me chain bhi
Kaha the 4 ab 10 hazaar gaye seedha hype badhake mainstream
Wo
Wo boli “aaj hi”
Pucha usse jab me mujhse kab karegi shaadi
Raajdhaani waale launde rahe hamesha raazi
Aur jab miya biwi raazi to firr kya karega kaazi, aanh",Seedhe Maut
Lunch Break,"
कवि!

चमकते जैसे कंचे, हैं खुदा के बंदे
देखे खाली आइना, बाकी competition लंड पे
रातें काली करके जीते सारी शर्तें
Rapper होरे गायब, Seedhe Maut is on a Lunch Break
चमकते जैसे कंचे, हैं खुदा के बंदे
देखे खाली आइना, बाकी competition लंड पे
रातें काली करके जीते सारी शर्तें
Rapper होरे गायब, Seedhe Maut is on a Lunch Break

Bro है इस कहानी में दो योद्धा
Training mode हमेशा on
पसीना है हर रोज़ का
अग्निपथ पे चलने वाला छालों की नी सोचता
माओं को पता नी उनके बेटों का क्या होगा
सुन क्या Calm बोल रहा

पहाड़ी भाई किसी के दाजू नहीं
आते ये किसी के काबू नी
लौंडे का bank account देख लेता आज अगर
Maths teacher ख़ुश होता, Bhakuni
वो शर्तें होती यहाँ लागू नी
आदत है deal'on की लाखों की
आदत है पीने पिलाने की, घमंडी लोगो को लौड़े के नीचे बिठाने की
You might also like
यहाँ ना लाओ fake love
That shit made up
मुझे कोई BT जहाँ दे दे, I cut 'em loose
यहाँ budget अलग रखा fine का
पता कि 'No Smoking' hotel में भी जले zoot
ज़रूरत है नी कोई देने की proof
कर सकता है तो आ करले महसूस
ये level
हम कहते नी बातें हैं केवल
हम आते तू, जोंसे भी table पे बैठा और आके घुमा देते table
Seedhe Maut label है खुद में, यह कोई सा भी major नी कर सकता label
और label Azadi है, Mo अपना साथी है, जब से थे जेबों में चरस के जोटे के छेद बस

चमकते जैसे कंचे, हैं खुदा के बंदे
देखे खाली आइना, बाकी competition लंड पे
रातें काली करके जीते सारी शर्तें
Rapper होरे गायब, Seedhe Maut is on a Lunch Break
चमकते जैसे कंचे, हैं खुदा के बंदे
देखे खाली आइना, बाकी competition लंड पे
रातें काली करके जीते सारी शर्तें
Rapper होरे गायब, Seedhe Maut is on a Lunch Break",Seedhe Maut
W,"
Yeah!
Yeah, yeah!
Hurricane

आजकल इतना ज़्यादा fresh
Backstage है हवा में इतना ज़्यादा hash
Payment आधी crypto बाकी सारा cash
Doubters मेरी कला पे got lotta that
अब करूं act ads में, they don't know how to act
सुने verse जैसे episode of art attack
कमज़ोर दिल को punches देते heart attack
She’s into wild shit, yeah I'm into all of that
बस बोल, ""I'll call the cab"" (Aanh)

Stay on my toes, I like winning, uh
करूँ rage on my lows, trying to pick me up
और ये eyes they don’t lie, बोले फूकूँ बोहोत
Versace Shades on my face जैसे Biggie, uh
Stay on my toes, I keep winning, uh
नी था प्रेम सीखा Wayne से कि 'How to love?'
है बस धुआं-धुआं फेफड़े में (Cough)
डरे नाम से, हूँ इस game में मैं criminal
You might also like
Girl I'm blinged up
Livin' in the sickest villas Goa, लाखों rent, bruh
I just need to feel my self
मैं केहरा हूँ मैं
ज़िंदा जी रहा हूँ अमीरों के villa में, लाखों rent, bruh
कुछ भी कर रहा जिससे कुछ महसूस हो मुझको

दिया नी fuck and I made it rappin'
चीज़ों पे लिखा कि 'Made in Paris'
अलग ही कटा ये piece of fabric
यहाँ रहते हैं couple of beat assassins (हाँ!)
चलेगा तेरा जब गीत I'm nappin'
You’ve been a fan अबे तू क्या दे challenge
गोला-बारूद, yeah she fuck with the cannon (हाँ!)
लगे नी पैसे, ये quality है
ख़तम एक गाना, यहां एक और ready है
लौंडों के नाम पर दो-चार property हैं
ऊपर हैँ सबके हाथ ये दे रहे ताकत spirit bomb के लिये
Uh-uh-uh
Tru-ru-ru-ru-ru-na-na-na-ah

Stay on my toes, I like winning, uh
करूँ rage on my lows, trying to pick me up
और ये eyes they don’t lie, बोले फूकूँ बोहोत
Versace Shades on my face जैसे Biggie, uh
आजकल इतना ज़्यादा fresh
Backstage है हवा में इतना ज़्यादा hash
Payment आधी crypto बाकी सारा cash
Doubters मेरी कला पे got lotta that (Aanh)",Seedhe Maut
Hausla,"
Hurricane

तेरे ख्वाब, हैं मेरे ख्वाब भी
पर ये रातें रोती रही हैं
तेरा वार, मेरी हार
बचा हौसला भी नहीं है

इस बार मेरा सब कुछ दाव पे है
मैं खेला और एक बज्जी
खाई मैंने मुँह की एक बार फिर से (फ़िर से)
मेरा luck down है, मैं कुछ वक्त से इतना हूँ हताश
वो बोले अपने दिल के राज़ तो होता है दर्द
लगे मुझको सही में श्रापित
लगे मुझे दर्द बनाता artist
लगे कोई सुन नहीं रहा है मुझको
लगे जैसे गाड़ी छूटे जाये रे
Beat बजे uh-huh-uh-huh-uh-huh

उसे चाहिए pep talk, crop top, बोहोत love
लेकिन मैं हूँ problem, बोहोत जल्द I start flippin'
I've been locked up, भाई करे cookin'
I can die for this shit और लिखूँ जैसे समय कम है
अंदर गम ही गम है
तुम ही तुम हो, लगी लत है
तुम भी ना जानो कितना कमीना मैं
क्या हकीकत है?
ये पहेली भी बढ़ी tough है
उसे ये लगा कि नी आती होगी सपनों में मेरे
I give a fuck about you
हम ऐसे टकराएं क्यूं?
यहाँ हूँ तो घबराओ क्यूं? यू अटकना है क्यूं?
और जैसे सपना है तू
You might also like
तेरे ख्वाब, हैं मेरे ख्वाब भी
पर ये रातें रोती रही हैं
तेरा वार, मेरी हार
बचा हौसला भी नहीं है

मेरा luck down है, मैं कुछ वक्त से इतना हूँ हताश
वो बोले अपने दिल के राज़ तो होता है दर्द
लगे मुझको सही में श्रापित
लगे मुझे दर्द बनाता artist
लगे कोई सुन नहीं रहा है मुझको
लगे जैसे गाड़ी छूटे जाये रे",Seedhe Maut
"Keh Chuka, Pt. 1","Jaban pe thi gaaliyan, dimag me jehrile khayalat the
Atit ke yadon ne bandhi bediya, thi uske ajpe
Wo thak chuka tha raat pe jaag ke
Puri raat andhero ko taag ke
Tute un jasbato ki hawalat me jhaak ke
Sab keh te the ki wo logo se dur hai bhaag rha
Par wo thak chuka tha apne aapse bhaag ke
Wo saans le to dard hota tha chaati me sunn
Thaa dimag. Sharab me dhut sudh khoke apni wo budh khada tha
Jindegi ki kadwi sacchai wo khud padha thaa
Na hi tha maa ka pyar, na baap ka saath
Upar se adhe dost astin ka saanp the
Jiske liye wo ghut ghut ke jia
Wo sala pyar usme churi deke chain ki saans le
Aise me kaise jamana anjana na laage
Aise me kaise lajmi hona ghabrana na laage
Jab saare chode uska saath, wade karne ke baad
To fir kaise use sabkuch ek dikhawa na laage
Aise me kaise jindegi use tarana sa laage
Wo kisi se na milne ka aab ek bahana sa kare
Kyunki wo darta tha ke wo kal ko nark me jayga
Saitan ka chehra use jana pehchana na laage
Kehna tha, jitna haan aab mai keh chuka!
Sehna tha, jitna haan aab mai seh chuka!
Kehna tha!
You might also likeTo be continued...",Seedhe Maut
Class-Sikh Maut,"Pehle se pehle
Behke nehle pe dehle
Tu kehle jo tujhko kehna
Par kehna tu usko lai pe
Uhh lae be
Ye meri sena
Sehna tujhko tu seh be
Tu taire hum seekhe behna
Hai behna teri iss lai pe (uhn)
Bhoot se Shakaal
Adhmare phook ke bimaar
Padhe likhe anpadh bane school ke chamar
Main sukoon se lun udhaar
Aake teri school ki diwaar
Zara aake khol tu kiwaad
Hui pareshaani bohot hi vikaal
Bichch gaya jaal
Diya mujhe yahan se nikaal
Ab karun main sawal
Sar chhadh ke tere jawab de tu mera hua khoon se betaal main
Aaya wahan se
Jahan bande maare bhagake
Ladd sakta hai toh laddle
Warna bhagja peeth dikhake
Kyunki aage wala jo hai
Woh tujhse zyada hai fattu
Woh maarega ni jab tak uske bande nahi aajaate
Ye hai wohi cheez
Jo lagi hai sahi si
Kehne mein par chhodti nahi hai kahin ki
Tu kheenche coke line
Deti tujhe trip sahi
Par kya hai woh teri jaan se zyada keemti ?
You might also like
We’re fallible, all of us, maniacal, damnable animals are we?
Believing in mythical, cynical, typical hypocrites are we?
Impeccable people, intangible souls, mechanical are we?
Fappable? Yes
Affable? No
The pinnacle to what happens around
The gullible superstition got us visionless
Their god is limitless
War is imminent
All is slipping
My mom be tripping on watching me killing it
Y’all be driven its Seedhe
Maut its pivotal
Undebatable
You ain't talking money I'm unavailable (kadde vi nai)
Unbelievable teaming, keep dreaming
You’ll never catch up
Even if you got the juice I’m unbeatable beaming convenient to Tell you what’s up
Seedhe
Maut on the loose and I
Ain't looking back
Aahm (I'm)
Looking to ruin and drag
Aah (I)
Know what I'm doing in fact
You dodos shouldn’t showboat
My mojo be working I’m keeping it rad
(Straight up, straight up)
Half of your shit only made up y’all
Need a reality check
We’re running the shit and are continuous stay up, yeah
Game’s up kids
You can’t touch this
Competition? There's no such thing
This combination has got it on lock
Sachhi ae gal
Bharose te chaldi zindagi aithe
Rukdi nai vo aa ginti aithe
Rove aande jaande rehnde jo mere li bura ho duje nu changa ni kehnde
Aankhan khol ke tu labb ae aithe mil jana ve rabb
Jede ne paunde ve khap
Main auna toh durr
Chade suroor te tutte gurur
Dil di gallan zubaan te aan
Utare nasha te soch vichar
Dawa main mauka ya jawa main bahar
Junda main paisa ya junda main pyaar
Oukhi ni hundi ae zindagi aape banale insaan
Hunda hairaan
Kidda kama leya naam?
Saad de ajj kyunki tussi vekhya ni gal
Sunn nahio gal
Pyo diya jutiyan ch paer paake chal
Mil jana hal
Harr ek pal
Howe zaroori
Kadde tere wal kadde mere wal
Howe ae shaurat
Kadde aede naal kadde oude naal
Chaldi daulaat
Hogi je niyat ae maadi, tu kachcha khiladi, tu vekhi ni duniyadari Main ghumni duniya saari
Par mainu ni kaali
Hauli hauli ho jo sab
Kara main fun
Khaa pi ke sab
Udawa main ajj
Duanwan ch bas
Tu yaad mainu rakh
Aala tu chakh
Meethiya gal
Kauda ve sach
Mileya kal
Jhuth toh bach
Reh tu atal
Milunga hal
Prabh!",Seedhe Maut
Sick & Proper,"
Aanh! Check!

गीता पे है हाथ your honour, aan
Spit game sick and proper, aan
चाहे पूरा scene करूं callout, हां
चाहे पूरा दिन करू ball out, yeah

Label मुझे करे deal offer, anh
सालो को ना चाहिए मेरे masters, हां
पैसा देरा गानों के लिए जितने, उतना देरा मेरी video का sponsor, yeah
इन्हे आरा game plan समझ नही, तू सोच मत इतनी तेरी समझ नही
Encore, नाम में है double E जैसे Eminem
Game में है गंदगी, इस पोचे पे है chemical
Hype तेरी minimal, career से तेरे बड़े मेरे genital
I've been a lyrical God, बिल्ली तू है, मत भोंक
मेरे से बराबरी, will put you in a tough spot
बंदी बोली, ""Cuffs on""

Future की है Seedhe Maut safest bet
दिल का बोल या फ़िर stay compressed
जाना है तो जा, तो फिर stay undressed
Dick game best, boli, ""No contest""
You might also like
गीता पे है हाथ your honour (Woo)
Spit game sick and proper (Woo)
चाहे पूरा scene करूं callout
चाहे पूरा दिन करू ball out
गीता पे है हाथ your honour
Spit game sick and proper
चाहे पूरा scene करूं callout
चाहे पूरा दिन करू ball out, yeah

Ball out, ball out, ball out
कोई लेलो मेरा कार्ड जाऊं all out
है लौंडो को skills पे no doubt
जो मेरे से किलसे, मां चुदाओ
हैं'गी बोहोत खुंदस, उड़े भाई nimbus
तेरा भाई famous, चले सही business
And I mean business जब
ABJ ने भेजा गाना बोला मुझे, ""Kill this""
Bruce lee जैसे in जाऊं
Homies बोले Ninja हूं
तभी जानू क्या है मेरा हथियार, कमियां, तभी यहां हर दिन है
शनिवार बढ़िया, कलियां, जले जैसी तेरी गांड़ जली यहां
तेरे बाप है नी यहां, दरिया money, या शनि के भारी होने की दिक्कत

तेरा भाई greatest oper (Greatest)
Top fragger, show stopper (हां)
Baby हूं मैं बिल्कुल honest (Honest)
We go locked in, go all out (Leggo)
तेरे आगे खड़े है दो योद्धा है (Woo)
लोग बोले, ""Greatest ever"" (Ever)
जैसे prime LA lakers (Lakers)
Legacy का sign करूं paper, हां
गीता पे है हाथ your honour
Spit game sick and proper
चाहे पूरा scene करूं callout
चाहे पूरा दिन करू ball out
गीता पे है हाथ your honour
Spit game sick and proper
चाहे पूरा scene करूं callout
चाहे पूरा दिन करू ball out, yeah",Seedhe Maut
