artist,title,verse
Emiway Bantai,Sab Kuch New,"jaane kyuun hariyali mein chill karuun? main havaa khaa rhaa huun kyuun?
haveli mein baithaa aur oopar seey bhaari haye view
puraane dinn gaye, betaa, abb sub kuchh new (haan, sub kuchh new)
jaane kyuun hariyali mein chill karuun? main havaa khaa rhaa huun kyuun?
haveli mein baithaa aur oopar seey bhaari haye view
puraane dinn gaye, betaa, abb sub kuchh new"
Emiway Bantai,HARD,"20 30 inke gaane release hue honge
Itne mei bante krrish
24 saal ke umar mei shot
Kisi haj 30+
Kulfa karke jao
Mera
Merry Christmas
20 30 inke gaane release hue honge
Itne mei
umar dera
Kisi ki umar haj 30+
Kulfa karke jao
Mera jingle bell
Merry Christmas"
Emiway Bantai,HARD,"Beef mast lagta hai jab wAjah hoti
Baat ke peeche
Baatcheet mei itna dum ki
Padti kan ke neeche
Sabko peeche karke baitha hai
Be independent scene
Bollywood bhi mange apne gaane
Paisa toh rangeen hona chaiye
Artist jitna mangega ha utna milna chaiye
Warna na tu mera bhai
Dhushman nahi hai tera bhai
Chodo mere gane jao bajalo
Beta shanta bai
Sab tabahi karke baitha
Sabko chaiye
Mujhse shot
Mujhse beef karke
Lena chahte, spot ye
Kitne gane dale honge beta
Distance naple
Dhas lega tera bhai chote khulla sanp mei
Basmei nahi bantai tere
Masti mat kar bapse
Pehle mehnat karke aa
Zillat de sath dega kismat be
Tum sab log miss karre
Apas mei ladre aur diss karre
Zabardasti fame k bhook mei neend nahi hai yaha bistar pe
Samay bitara mei kiss karke
Mahila hi mahila hai
Bhai tera pehle hai
Har ek kand mei
Beta ja baat ko failada
Yeh zuban be
Sahi baton ka sath milta mujhko
Yeh zuban se
Farak nai kiske baton
Nikla dusre kanse
Dikhra kam mera bikra
Video mei bhi bhari dikhra
Sab kuch kam boltay
Dikra Rapper sab bangayele
Lekin dhang ka koi ni likhra
You might also like
20 30 inke gaane release hue honge
Itne mei bante krrish
24 saal ke umar mei mein dera sabko shot
Kisi ki umar haj 30+
Kulfa karke jao
Mera jingle bell
Merry Christmas
20 30 inke gaane release hue honge
Itne mei bante krrish
24 saal ke umar mei mein dera sabko shot
Kisi ki umar haj 30+
Kulfa karke jao
Mera jingle bell
Merry Christmas"
Emiway Bantai,HARD,"Machayenge akela 110 Million  Stream pe
Audion platform pe beta woh tera dream hai
Youtube pe akele hum shot dere sabko
Ye tambaku thasake muh mei  banarele team
Chal dekhlenge
Kiske kitna dum
Akhi album fek dunga jaisa bomb
Rato rat
Kano kan khabar nai
Gane bana shane tujhe
Fans ki koi kadar nai
Murder nai filal half murder
Bars mere Kitna bhi kam karle nai aayega pass mere
Gangster banke ghume saale saare nakli
Acha naam banake aj bhi harkato se chapri
Baatcheet mei tapri pe 100 baithe tere jaise
Boht koshish kiye naam nai bana paye mere jaise
Chalte reh lala
Apun artist hai
Ye nalle rapper machis hai
Aag lagane kaam aate
Kya baatein
Log bole emiway tu hard hai
Representing india hath mei EMA award hai
Tu fraud hai
Chote tere najaiz aulad ko sambhalke rakh
Mumbai ka chokra kameena
Mujhse zara fasle rakh
Bachpan se aedechale boht dekhe
Apun one man army seedha maut dete
Gane ke zariye se
Mere hi dariye se pani leke pere saale
Fir bhi kuch nai kriyese
Tum sare gangster toh monster mei
Nanga pelrela sabko m feeling like  pornstar
Mei toh born star
Stage pe meine sekhaya sabko kaise bante Rockstar (Sach Baat hai bhai)
Zyada patte pis mat
Bantai pagal hu mei palat dunga teri kismat
Mere fans denge shot beta kahi dikhmat
Khulfa jao mera jingle bell meri Christmas
Bitch2"
Emiway Bantai,Scene Change,"In log ko banna h first class
Apun khareedega plane
Busy mai counting my blessing
Na kara mai kabhi complain
Soch inke lagte h vahiyaat
Sorry bro we not the same
Maange ye fame ki bheek to
change
Scene mai change
laya mai change
Ye jalte kyu lit mere gang
Kaafi logo ko diya mai fame
Scene me laya mai change
Scene me laya mai change
Ye jalte kyu lit mere gang
Kaafi logo ko diya mai fame
Yeah"
Emiway Bantai,Scene Change,"Chalo bahut hua , OG log aayele
Bachkane hojao sab baaju (Chal
Sab log yaha saste me bik jaa rhe
Bitches know we still maintaining the value (Malum hai na)
Public ko maalum hai kitna kameena mai
Soya hua sher na jagaadu
Itni saari bandiya padi h
Mere hateron ko kaise mere dil me jagah du
You might also likeKill mai karu filmen baanau inki
Dil me jagah maange Shawty kare mujhse vinti
They don't realy like me winning
Busy mai paiso ki karra mai ginti
Ye chindi log ko maalum kon baap rapper in Hindi
Mai independent rapper beta number 1 globe ka
Kabhi nahi ruka mai ha tabhi hu anokha
Gang ka mai kaam karra kama rha mai khokha
In logo ke fans in logo ko denge topa
Diss karu saale ye bhagenge leke lota
Haa malum h in logo ko haraami hu mai chokra
Haa jitne bhi aage badhe naam lenge chaam lenge
Twenty Twenty Three band karunga sabka bhosda
Rasta khaali kar chal side de (chal ae)
Agar saath mere chill karna chahta achi vibe de
Scene takeover kar dala tere bhai ne
Hateron ko dikha dala aaine"
Emiway Bantai,Scene Change,"In log ko banna h first class
Apun khareedega plane
Busy mai counting my blessing
Na kara mai kabhi complain
Soch inke lagte h vahiyaat
Sorry bro we not the same
Maange ye fame ki bheek to
Scene me laya mai change
Yeah
Bhagte chale kar mat
Aage le apun to bhaagele saare
Kyuki ye rapper father h pagal h
Jo mujhe kare compare kisi aade se
Dil me jagah na banaya maine to
To gaane mere bhule maare se
Flow fek ke Bro dekh ke
Chillar tube ki tad tadi h flow
Sabar wala shot warna gadbadi h bro
Gardi mere chalta vahape harbadi h bro
Busy making love with shawty kyuki sarchadi h bro
Bantai ne kar liya takeoff
Saare now take off your makeup
Fans mere meri taraf bekhauf
Kya kya karunga tu dekh ab
Sapna poora karo wake up
Kab tak banega tu fake up
Jeet nahi paya mai koi nahi
Kaise karega tu faceoff
Nalle h saare ye opponent
Bhaari koi karo mujhe recommend
Baitha mai itni uchai pe
Kaise karega tu measurement
Gaadi bhaage tez
Gaana heavy bass
Mere craze ek hi phrase
Me explain kaise karu mai
Jo bhi mai lala on the face
Baby Face wale rapperon se kaise daru mai"
Emiway Bantai,Scene Change,"In log ko banna h first class
Apun khareedega plane
Busy mai counting my blessing
Na kara mai kabhi complain
Soch inke lagte h vahiyaat
Sorry bro we not the same
Maange ye fame ki bheek to
Scene me laya mai change
Scene me laya mai change
Scene me laya mai change
Ye jalte kyu lit mere gang
Kaafi logo ko diya mai fame
Scene me laya mai change
Scene me laya mai change
Ye jalte kyu lit mere gang
Kaafi logo ko diya mai fame
Yeah"
Emiway Bantai,Chalte Firte,"She think that i'm a baddie
But i'm pretty decent
Ek hi baar kiya party uske baad
She wanna spend the weekend
Ayy, ayy"
Emiway Bantai,Chalte Firte,"Chalte firte sadko pe machate raho
Apli public deti traas toh sambhaal ke raho, khaaste raho
Maamla gambhir toh fir naachte raho (ayy), saas lelo (ayy)
Kyunki rap yaha fast se slow
Apni boli sau ki nahi apni boli sava lakh crore
Shoutout to Marshal Mathers & 2Pac
Bhaukne wale bhokte rahenge let them bark
Sapne dekhna (ah!) shuru karo jab khulti aankh"
Emiway Bantai,Chalte Firte,"She think that i'm a baddie
But i'm pretty decent
Ek hi baar kiya party uske baad
She wanna spend the weekend
Ayy"
Emiway Bantai,Chalte Firte,"Chalta mai tu chalte reh
Fatke khayega bhalte mai
Agar teri harkat mai barkat hogi toh fir gardi mai
Dabada lenge (dabada lenge) chabada le
Chaba, chaba, jaba, jaba gunga bhi bole
Abba, jabba, dabba khole toh tola mila
Tere jaise aibash shaane mujhe bole gola khila tereko maich mila? (haan)
Tere nagri ke basti mai churan dena band kar
Mai nahi baitha masti mai ginti meri ghasti mai
You might also like
She think that i'm a baddie (she think that i'm a baddie)
But i'm pretty decent (but i'm pretty decent)
Ek hi baar kiya party uske baad (aye, aye)
She wanna spend the weekend
Ayy"
Emiway Bantai,Chalte Firte,"Billa scene hone laga teenage ke age mai
Ghar waale chahte ki beta aave front page pe
Newspaper ke
Par beta baitha paper chodke theater mai
Kisi ne cheda agli ko toh padh jaata wo matter mai
Bulavega 10 20 bande fight 'em fight
Padgaye dande lag gaye fande faasi ke
Chillam saafi ghaasi ke
Pyaar ke sab aashiq ke
Item sab jara sikhe
Hum bhi yaha aashiq hai"
Emiway Bantai,Chalte Firte,"She think that i'm a baddie (She think that i'm a baddie)
But i'm pretty decent (But i'm pretty decent)
Ek hi baar kiya party uske baad
She wanna spend the weekend
Haha
Jiske paas hai nothing (nothing)
Wahi deta dhating (chal aye)
Bhai tera beech mai se sab ki lera cutting, aur watting
Boring zone mai rukte nahi (nahi, nahi)
Seedha mass lete kaat ke
Yaha kutte jaise bhokte nahi
Rok ke nahi rakha andar ka kroodh
Gaane mai shot dete pen ke nirodh (haha)
Fir bhi baap bane sabke ab bhargayele godd
Mumbai ki boli faila daale
Aaj kamarele boht"
Emiway Bantai,Chalte Firte,"She think that i'm a baddie
But i'm pretty decent
Ek hi baar kiya party uske baad
She wanna spend the weekend
Ayy"
Emiway Bantai,BAJO,"Tu aaj Hai mein kal hu
Sirf sidhee chal challu
Khudpe bharosa rakh
Aagey bade ga hallu hallu
bole bheje me
Dishkyaaoon
Side bheje pe
Zindagi ki rah me tu khota kaiko bhatka hai
Atka hai gharpe maa ke hath me jhadu katka hai
Bap gaya kaam pe khel yeh kismat ka hai
Matka hai verse mera tutega toh jhatka hai
Boht pateli yed bhageli piche padegi to chal sadeili
Jitney log fokat me bete hai unclog ko bolunga mere saat chal havelii
Music sunate hai gane banate  hai bhuuk lagi toh baida khilate hai
Jo bhii yede chale karega use haat nahi sidha baat laadt hai
Wo waisech hai re tony tu baja tu baja"
Emiway Bantai,BAJO,"Fir se bheje pe dene aya hu naya chiz leke
Khudse kya kya  humne hai tum zara plz dekhe
Sikhe ya nahi kya sikhaoge y
Khudki over pateli karne me hojao mat ghum
You might also likeGhum sum rehna band kar chal jhoom jhoom
Gane me bass baje beta dhoom doom
Tony James ke is music toh sunn sunn
Gadi tez chali beta apna  vroom vroom"
Emiway Bantai,My Time,"mumbai 400037
Emiway Bantai
maloom haye naa (hahaha)"
Emiway Bantai,My Time,"Fuck everyone it's my time (my time)
Living my way no guidelines (no)
Start from zero now Top line (aye)
These rappers are jealous i'm not lyin' (woo)
Fuck everyone it's my time (my time)
Living my way no guidelines (no no no)
Start from zero now Top line
These rappers are jealous i'm not lyin'"
Emiway Bantai,My Time,"Use to make penny now making some crores
My patience is making me open the doors
I got big goals, she wants me roz (daily)
She wants close, you know my pose
Use to penny now making some crores
My patience is making me open the doors
I got big goals (yeah), she wants me roz (daily) (yeah)
She wants me close, you know my pose (aye)
You might also like
bhaai teraa G hit karoo G spot (G spot)
yeye dikharele sakht parr agale haye weak bahut
khelrele Big boss kyaa hogayela beef boht (buss chala aye )
havaa tou aaney dou life merrie 3/4 (chal)
Rolly nee shaukh meraa G Shock
Slow chaalu phir bhee haye speed boht
seedha stunner stone cold Steve Austin
Moon walking raasta haye saann
aide chaale tou phir kartaa naheen maann
inn logo koo dekh key main hastaa huun
sochata huun kaise lenge yeye merey khilaf
main tou merey khilaf likhoon taa padu naa bhaari
shuraati dinon mein fatte jugaadi
samajha kyaa jaali asal mawali
teraa bhaai bhaari"
Emiway Bantai,My Time,"Use to make penny now making some crores
My patience is making me open the doors
I got big goals, she wants me roz (daily)
She wants me close, you know my pose
Use to make penny now making some crores
My patience is making me open the doors
I got big goals, she wants me roz (daily) (aye)
She wants me close, you know my pose (aye)
kaam karo aise jaise saste mein bhaari (bhaari)
pyaar naheen mujhe voe tou raasta dikhaari
main tou akela lagoonga tou bhee 10 paye bhee bhaari
tuu tou thakela lagaa mujhe tou bahut hii bechari
pahunch bhee nee paari merey taka
Fuck duniyaadaari
bahut haye sawari
cumm haye bimari
kyaa main hamari baat chita karuun
Heartbeat parr huun hard trip parr huun
tujhe flip karuun
isase yaada kyaa
isase yaada bolu poori picture haye baaki
Future haye bhaari
kyuun merrie baari bahut bee
Boht pateli karega kamati (jamaa)
Area key laken naheen sunate koee dhamki
khaayega tuu chamati
dekhaa naheen hoga merey jessy koee sanki
style beyne phoonki
khaali karuun tunky bheje seey sochate
parr likhate haye munn kii
haan likh daala bhaai
khaali karuun tunky
bheje seey sochate
parr likhate haye munn kii (haan likh daala bhaai)
Fuck everyone it's my time (my time)
Living my way no guidelines (no no)
Start from zero now Top line
These rappers are jealous i'm not lyin' (aye)
Fuck everyone it's my time (meri baari)
Living my way no guidelines
Start from zero now Top line
These rappers are jealous i'm not lyin'"
Emiway Bantai,My Time,"chillam bukhari tuu tere taka rakh
gully seey leke haan puuraa sasak
merey ander mein main betaa puuraa kakak
dey dete shot naheen pataan farak
teraa dhandha galat
apana bunda saras
gaane main nashaa haye jaise koee phooka charas
main tou bhookha baras seey (aye)
Hype or fame mujhe kabhi nahee padegaa buss bae
isiliye tou akele ladrele yahaape
baaki kyaa ladrele bachche (yeah)
humm kameenen jitane humm utane yeye achche
sehat paye kaam chaalu abs aarey bachche
sapane koo sach karaa gaane haye sachche
kharch karaa paise main nahee ginrella bachche
teraa tou dharti parr pehchaan haye
apana tou oopar taka pochh haye"
Emiway Bantai,My Time,"Use to make penny now making some crores
My patience is making me open the doors
I got big goals, she wants me roz (daily)
She wants me close, you know my pose
Use to make penny now making some crores
My patience is making me open the doors
I got big goals, she wants me roz (daily) (yoo)
She wants me close, you know my pose (aye)2"
Emiway Bantai,8 Saal,"8 Saal
8 Saal se kar rele (Han ha)"
Emiway Bantai,8 Saal,"Haan, Lemme show this kid dekh kaise karte beta multi syllabus
My flow is cannabis
Aise likhte, my words are menifest
When I diss, I don't miss
Wish list me hun for you miss
Fit mera miss feat
Internet pe click bit
Naam mera likh likh
Suck my dick, mai sadma deke chal deta hun nahi
Jo kal dekha, malne ka, chalne ka, aisa rahenga chalne ka, khud se sambhalne ka
Marne ka fix hai toh kyun khota jalne ka
Sunne ka sabki, mann bola karne ka, kal ko hai kaun dekha?
Kaabil bano mauka bana, dhokha sehke kaun lega
Nauka bana khud ka, saath tera kaun denga?
Mere jaisa baatcheet dene waala poore desh me kaun dekha?
Alag meri boli, alag tareeka hai bolne ka, slang beta Bombay ka!
Gaana drop lage jaise bantai phir se bomb fenka (Bhaat!)"
Emiway Bantai,8 Saal,"8 saal me achieve kiya jo saalo se na kar paaye
Dugna mehnat kiya aise kaise hatt jaaye
Baitha lead leke, 17 million bheed leke
Isiliye dushman bete cheed leke
You might also like8 saal me achieve kiya jo saalo se na kar paaye
Dugna mehnat kiya aise kaise hatt jaaye
Baitha lead leke, 17 million bheed leke
Isiliye dushman bete cheed leke (cheen na le!)"
Emiway Bantai,8 Saal,"Ye saale views ke bhukhe, gaane me dete mujhe gaali!
Beta mic pe khada mai jaise legend Mohammed Ali
Mohammed Bilal Shaikh se bhidne sab log afraid
Punchline inhe padte jaise punch out of face
Cover the face, fuck the bass, seedha jadd se ukhaad
G.O.A.T khud ko bolun beta maan ya na maan
I'm the greatest, I'm the legend, I'm the king for my people
Rap god bole log mujhe, rappers turning evil
Galat cheeze seekhaee, dikhare kya kare bechare
Mere gaane me gyaan hai, beta tera kya vichaar hai?
Ucha reh soch me kabhi kis ko neecha na dikha re
Khud ka value gira daale
Abhi kya kare bechare?
Karre money chase, mujhe karra chase money
Vibe' karna chhod diya jisse meri nahi bani
Kahi pe nai milega haan mere jaisa kalakaar
Kalam meri chali, zindagi ko diya mai aakar
Mat pukaar naam mera, jab tak nahi jaanta tu mujhe acche se
Bantai kaun hai puch le bade se leke bacche se
Umar meri 26 hai, 27 tera nahi, positve hai thaughts
I just love what I've become
Ek dum stunning mera kaam, gaane sunne tarse kaan
Ye baat jhuth nahi hai rap game ka bana Shahrukh Khan
Bas toofan waali baatcheet, aaj bada hai makaan
Pehle chote kamre me gaane banate the re jaan
Jaan pehchaan jaldi banata nahi kis se
Jisse banaoge, wahi failadenge haan kisse
Tujhe main nahi pasand toh phir tu mere isse
OG waali connection, ab no nakli rishte
Pohonchele yahan pe chote kaafi jyada ghiss ke
Aage badhne zindagi me lena padra risk hai
Alag mera leagues, jabal koni banaye rishte
Fame chahiye bachkano ko bolte Bantai diss de? (Chal!)
8 saal me achieve kiya jo saalo se na kar paaye
Dugna mehnat kiya aise kaise hatt jaaye
Baitha lead leke, 17 million bheed leke
Isiliye dushman bete cheed leke
8 saal me achieve kiya jo saalo se na kar paaye
Dugna mehnat kiya aise kaise hatt jaaye
Baitha lead leke, 17 million bheed leke
Isiliye dushman bete cheed leke (cheen na le!)"
Emiway Bantai,8 Saal,"Ab bole Indian ka main Eminem
Antop hill mera detroit (Pooh!)
Celebrity ban gayele hai saare street boys (Street boys!)
Tu bhi badh aage saath rakhna
Bhai log ko gaane waane daalte gaya
Ho gayela hai boht noise (Bhai ka)
Everything is givin' offer me, gham kaahe ka?
DJ Khaled life jee rela hai tera bhai kya! (Hnh)
Another one (Yeah)
Shawtie jo bhi DM karri, bolti hai machaye kya
But fuck that, music mera pehla priority
Thoda sa the mujh jaisa banna chahte ye waanabe
Main already hun sabse aage jaise koi technology
Internet pe pateli phir saamne apology
Main jaise Polo G hit rap star
Chush mera, chote tu hai nakli gangstar
Bantai kitne log mere pyaar me kaatele jail
Mujhse bhidna matlab ""Life in disaster"" (Hnh ha)
8 saal me achieve kiya jo saalo se na kar paaye
Dugna mehnat kiya aise kaise hatt jaaye
Baitha lead leke, 17 million bheed leke
Isiliye dushman bete cheed leke
8 saal me achieve kiya jo saalo se na kar paaye
Dugna mehnat kiya aise kaise hatt jaaye
Baitha lead leke, 17 million bheed leke
Isiliye dushman bete cheed leke (cheen na le!)
1"
Emiway Bantai,KAHA PAR HUN,"Yeah
Malum hai na!
Anh ha
You know how I feel
I think we all feel the same"
Emiway Bantai,KAHA PAR HUN,"Mann nahi karta ab kis se bhi baat karun
Kisse hai kaafi, lekin kis se main baat karun
Missing my self jo tha pehle boht khush hun
Akela baitha unn palo ko yaad karun
Kya karun? (Kya karun?, kya karaun?)
Pata nahi filhaal main zindagi me kahan par hun
Mere fans message kare mujhe, puche mujhe kahan par hun
Mujhko bhi jaan'na hai, main abhi kahan par hun?"
Emiway Bantai,KAHA PAR HUN,"Kaha par hu, kaha par hu
Main abhi kaha par hu
Main abhi kaha par hu
Main abhi kaha par hu
Main abhi kaha par hu
Jahan pe phochna ye chahte saare beta baithela waha par hu (Yaaa)
Main abhi kaha par hu
Main abhi kaha par hu
Main abhi kaha par hu
Main abhi kaha par hu
Jahan pe phochna ye chahte saare beta baithela waha par hu (Yaaa)
You might also like
Sochta hun phir se kab jeeunga stress relief
Do you believe in god? (Yes I believe)
Itne saare cheez, itne kam time me kiya, main achieved
Hun main ajeeb, na aana kareeb
Paise kamake bhi khush nahi hai toh phir tu gareeb
Kya naseeb leke paida hua, farak nahi padta
Kyunki khoya hun main khayalo me, hun badheer
Dunga cheer, jo bhi adchan banega
Mushkil ko paar karu, rukenga nahi (Nahi)"
Emiway Bantai,KAHA PAR HUN,"Jaata nahi parties'ch me har jagah logo ke beech me, dikhega nahi (Dikhega nahi)
Aap log ke pyaar se bana itna bada naam, kabhi bhi mitega nahi (Kabhi nahi)
Pushpa bularele fan log unko bhi malum hai, jhukega nahi (Yaaa)
Mushkil hai aane do, unn logo ko malum hai, main kabhi rukega nahi (Yeah, yea)
Jaata nahi parties'ch me har jagah logo ke beech me, dikhega nahi (Yeah)
Aap log ke pyaar se bana itna bada naam, kabhi bhi mitega nahi (Yeah)
Pushpa bularele fan log unko bhi malum hai, jhukega nahi (Yeah)"
Emiway Bantai,KAHA PAR HUN,"Jhukta nahi, jab tak main karta nahi sajda
Tere favourite rapper jaisa, khota main na bajta
Mere jaisa rhyme likhna nahi inke baska
Mere peeche pade, inhe dikhara mai rasta
Faris Shafi ke flow me, bolu main ab bund maraoo
Zindagi me kaafi kuch hai karna, baaki umar me main kam
Lekin soch se main doguna bada hun
Utna padha hun, jitna tha zaroorat (Jitna tha zaroorat)
Maa boli darr mat (Maa boli darr mat)
Bhidgayela duniya se ladka ye (Ladka ye)
Khada jaise parvat (Oh yeah)
Tu beta sadd mat (Jealousy)
BT vibe kar mat (Only good vibes)
Baap bole aage hai jaana, toh peeche ki baato me pad mat (Okay, hnhaha)
Mushkil hai aane do, unn logo ko malum hai, main kabhi rukega nahi (Yeah, yea)
Jaata nahi parties'ch me har jagah logo ke beech me, dikhega nahi (Yeah)
Aap log ke pyaar se bana itna bada naam, kabhi bhi mitega nahi (Yeah)
Pushpa bularele fan log unko bhi malum hai, jhukega nahi (Yeah)"
Emiway Bantai,KAHA PAR HUN,"Main abhi kaha par hu
Main abhi kaha par hu
(Yeah), main abhi kaha par hu"
Emiway Bantai,Drill,"Chillam aur gale me tola
Eminem Wayne on my name
Bhidenga milega no love
VVS chain, VVS pendent
Camera me dikha rhe roll ab
Asal me bahut hi softy
Hai tu kon
Emiway Bantai, maalum na kaun?
Nai maalum to sunn
Chillam aur gale me tola
Eminem Wayne on my name
Bhidenga milega no love
VVS chain, VVS pendent
Camera me dikha rhe roll ab
Asal me bahut hi softy
Hai tu kon
Emiway Bantai, maalum na kaun?
Nai maalum to sunn!"
Emiway Bantai,Drill,"Chote raat poora jaagu par ullu nahi
Is game ka mai ban gya Sallu Bhai
Beta drill mera ghusta mai hallu nahi
Seedha divaar me ched
Tu label me kaid
Mai label me fair deal bana rha
Flow mera mehfill bana rha
Mai fir malana in log ko hath me
Ye malana kandhe pe bandana (Krrr)
Kaisa hu mai, acche se
Ek baari hood mere aake ja
Jitna kamine hum mic pe
Mil ke dekh utna hi dil apna pakija
Street pe mai one on one badshah
Area ke dost bata denge baaki ka
Bhai aise hi nahi gaane me ullpati de rhe h
Awaaj ye gunjega laafe ka
Bhooka hu aaj bhi, Bantai ko lageli bhook, maa boli dabake khaa
Jo bhi h saltaale aaj hi, baaki kya hoga fir dekhenge aage ka
Jabse mai bada hu, tu sada hua kyu pada hua
Tu dekha nahi area illaka, mai aise illake me bada hua
Chal!
You might also like
Check karu jaake inke pehle ke drop
Ho rhe the flop kyuki merepe na le rhe the shots
Kar rhe ye plot fir bhi mila nahi mera ye spot
Kitna bhi dunga inke mu lega pelican mouth
Mera ye khauf, kabhi bola nahi ye mera hip hop
Star bane unke gaane me jab kara mai hope
Karra mai pop aur saath me sambhala hip hop
Jispe Emiway Bantai hamesha top"
Emiway Bantai,Drill,"Is beef ka tu JAY Z
Mai banke aaya Nas
Hoga satyanash
Mere paas h mass
Chote faasle naap (O, Chal ae)"
Emiway Bantai,Drill,"Gusse me idhar udhar nikal jata hu, hahaha
Baaki kya vaapis track pe aate hai chalo
Chal aye, chal aye"
Emiway Bantai,Drill,"Chillam aur gale me tola
Eminem Wayne on my name
Bhidenga milega no love
VVS chain, VVS pendent
Camera me dikha rhe roll ab
Asal me bahut hi softy
Hai tu kon
Emiway Bantai, Maalum na kaun?
Nai maalum to sunn!
Last song of the year
Baaki milta hai agle saal
Naye album ke saath
King of the Streets
Tayaar hai ki nahi public?
Peace out!"
Emiway Bantai,Thanks To My Haters,"Boore waqt ne mazboot banaya mujhe (Yo)
Mai bhaari pad gaya jisne halke mei liya mujhe
I want to thank all my haters (Ohohoo)
Look what you made us (Hahahaha)"
Emiway Bantai,Thanks To My Haters,"Hasta hu mai taki na lagu kamzor (Hu mai strong)
Khud ka time nahi laya maine daur (Gaane mei na)
Purani baatein sab mai aaya peeche chhod (Peeche chhod)
Jo bhi mila hai usme khush rehne ka soch (Khush reh)
Ek hi zindagi hai khwaishein hai bhot (Khwaishein hai bhot)
Jo kehte the bhai hai aaj anjaan hai wo log (Saare anjaan hai)
Isiliye nahi banata ab mai dost (Koi nahi)
Jaanenge raaz teri kardenge disclose (Malum hai na!)
Auro ke lafde mei maze lete ye log (Khodu chahe mai)
Kuch log ladte taaki dekhe unhe log (Yea, yea, yea)
Badnaami hogi agar hoga tera naam be (Facts)
Nafrat se jyada pyar kamaya maine broooo (Malum hai na!)"
Emiway Bantai,Thanks To My Haters,"Boore waqt ne mazboot banaya mujhe (Yo)
Mai bhaari pad gaya jisne halke mei liya mujhe
I want to thank all my haters (Ohohoo)
Look what you made us (Ohohoo)
You might also like
Na maana kabhi haar maine
Soche yaha tak mai pohcha kaise hu (Na maana haar kabhi)
Ye chahte haar jau
Mujhe aata hai sirf jeetna aur janaa kafi dur (Hai jaana kafi dur dur dur)
Dheere dheere pohcha manjil ke paas
Fir samjha mai inlog se kitna hu dur (Kitna hu dur)
Neeche giraane ye kare dua
Lekin inki duaye na hoti kabool (Na hoti kabool)
Raja hu scene ka bhidenga kaise
Bantai aayela yaha karne ko rule
Haara nahi kabhi bhi kisise
Jabhi bhi bhidela kisise ye mat tu bhul (Krrrra)
Logon ka pyar aur khuda ne banaya mujhe (Khuda)
Khud aya mehnat kiya kaun ab nahi pehchane mujhe (Hai kaun)
Baaki ke dusro ke kandho pe chadke aana chah re
Chadh na paare ye bechaare (Yo)"
Emiway Bantai,Thanks To My Haters,"Boore waqt ne mazboot banaya mujhe (Yo)
Mai bhaari pad gaya jisne halke mei liya mujhe
I want to thank all my haters (Ohohoo)
Look what you made us"
Emiway Bantai,Thanks To My Haters,"I want to thank all my haters (Ohohoo)
Look what you made us"
Emiway Bantai,Choco,"Alright!
Malum hai na!
Anh ha
Kya bolte (Wooh)"
Emiway Bantai,Choco,"Haan, Metaphore sikhara sale
Mein toh kitne pehle se dikhara
Purane gane ko sun inhe likhne bhi nai ara
Mei toh dikhne mei nai ara
Kyuki bhaire inke kaan
Mera naam on demand
Rapper kare mazak mei toh karu
Comedy band
Mohammad ali ban
Bola meine khudko cz i got
No competition
Sau pratishat bolu khudko
One man army
Mei tsunami
Mei sunani kisiki
Risk Hi liya jabibi khiski
Biscuit jaise meethe
Weak hai theekh hai
Karvake rehnge bezti
Rapper nai hai ugli hai ye
Chatre mujhe bar bar mei lagra kafi tasty
Ye hagre kafi basic
Mera flow usain bolt wali
Racing
Ye chapre meri dressing
Mere kabhri baithe mainstrem
Ha Khabar dere mujhe
Sabki khabar khudnewali
Chudnewale apun tayyar hoja inki chudnewali
You might also like
Sabko khatam karna janta hu
Kyuki mere criminal thoughts
Le mera sausage
Nai karna diss kill 'em with subliminal shots karu mei pause
Career inka pehle nasdik toh pohcho (Krrraaa)
Sabko khatam karna janta hu
Kyuki mere criminal thoughts
Le mera sausage
Nai karna diss kill 'em with subliminal shots karu mei pause
Career inka pehle nasdik toh pohcho (Fa,fa,fa)"
Emiway Bantai,Choco,"Pehle nazdeek toh pohcho (Pohnch toh)
Uske baad meri socho (Baad me)
Mil gaya toh (Aao phir)
Dedunga choco (Yeah yeah yeah)
Pehle nazdeek toh pohcho (Haan pahunh toh be!)
Uske baad meri socho
Agar mil gaya toh (Hnhaha)
Dedunga choco"
